family,arm,level,sweepId,rootSeed,cellIndex,replicateIndex,runSeed,strategy,status,terminalReason,ticksRun,referenceNodesKnown,referenceNodesGained,referenceNodesGainedFinalQuarter,referenceLibraryDepth,referenceGrimoires,referenceKnowledgeInstances,referenceLivingMages,referencePopulation,referencePopulationChange,referencePeakPopulation
species,draconic,1,integration-r2-species-v1,20260811,0,95,1491826535,archivist,stagnated,3,481,1,0,0,0,0,1,4,13,1,13
species,draconic,1,integration-r2-species-v1,20260811,0,96,4146262296,portal-rush,stagnated,3,481,0,-1,0,0,0,0,3,11,-1,12
species,draconic,1,integration-r2-species-v1,20260811,0,97,2505730761,worship-maximizer,stagnated,3,1955,47,46,1,0,0,47,4,15,3,15
species,draconic,1,integration-r2-species-v1,20260811,0,98,865199226,idle-then-declare,truncated,0,2400,51,50,5,51,75,126,4,14,2,15
species,draconic,1,integration-r2-species-v1,20260811,0,99,3519634987,permit-then-idle,stagnated,3,537,0,-1,0,0,0,0,4,8,-4,12
species,dwarf,2,integration-r2-species-v1,20260811,0,0,2723499704,passive-control,stagnated,3,1199,12,11,-36,12,30,42,2,58,46,58
species,dwarf,2,integration-r2-species-v1,20260811,0,1,1082968169,uniform-random-legal,stagnated,3,1020,24,23,0,15,15,39,1,172,160,172
species,dwarf,2,integration-r2-species-v1,20260811,0,2,3737403930,permissive-breadth,truncated,0,2400,126,125,-68,2,2,4565,49,3334,3322,3334
species,dwarf,2,integration-r2-species-v1,20260811,0,3,2096872395,narrow-depth,stagnated,3,511,3,2,0,3,414,415,2,43,31,43
species,dwarf,2,integration-r2-species-v1,20260811,0,4,456340860,denial-warden,stagnated,3,569,9,8,0,9,10,10,1,28,16,29
species,dwarf,2,integration-r2-species-v1,20260811,0,5,3110776621,archivist,stagnated,3,651,5,4,0,5,420,430,2,42,30,42
species,dwarf,2,integration-r2-species-v1,20260811,0,6,1470245086,portal-rush,stagnated,3,487,2,1,0,1,285,288,2,40,28,40
species,dwarf,2,integration-r2-species-v1,20260811,0,7,4124680847,worship-maximizer,stagnated,3,1156,51,50,0,4,9,128,3,59,47,59
species,dwarf,2,integration-r2-species-v1,20260811,0,8,2484149312,idle-then-declare,stagnated,3,481,1,0,0,1,414,416,2,45,33,45
species,dwarf,2,integration-r2-species-v1,20260811,0,9,843617777,permit-then-idle,truncated,0,2400,174,173,-19,11,12,5520,48,3564,3552,3564
species,dwarf,2,integration-r2-species-v1,20260811,0,10,3498053538,passive-control,stagnated,3,603,14,13,0,14,202,204,2,76,64,76
species,dwarf,2,integration-r2-species-v1,20260811,0,11,1857522003,uniform-random-legal,truncated,0,2400,63,62,17,1,17,5953,355,4115,4103,4115
species,dwarf,2,integration-r2-species-v1,20260811,0,12,216990468,permissive-breadth,stagnated,3,572,15,14,-6,15,92,93,1,36,24,36
species,dwarf,2,integration-r2-species-v1,20260811,0,13,2871426229,narrow-depth,stagnated,3,502,4,3,0,4,466,468,3,37,25,37
species,dwarf,2,integration-r2-species-v1,20260811,0,14,1230894694,denial-warden,stagnated,3,562,5,4,-1,5,46,46,2,47,35,47
species,dwarf,2,integration-r2-species-v1,20260811,0,15,3885330455,archivist,stagnated,3,481,1,0,0,1,416,418,2,53,41,53
species,dwarf,2,integration-r2-species-v1,20260811,0,16,2244798920,portal-rush,stagnated,3,485,2,1,0,0,0,2,3,36,24,37
species,dwarf,2,integration-r2-species-v1,20260811,0,17,604267385,worship-maximizer,stagnated,3,1101,47,46,0,6,10,99,8,220,208,220
species,dwarf,2,integration-r2-species-v1,20260811,0,18,3258703146,idle-then-declare,stagnated,3,481,1,0,0,1,451,453,2,37,25,37
species,dwarf,2,integration-r2-species-v1,20260811,0,19,1618171611,permit-then-idle,stagnated,3,481,1,0,0,1,480,482,3,44,32,44
species,dwarf,2,integration-r2-species-v1,20260811,0,20,4272607372,passive-control,stagnated,3,557,10,9,0,10,460,470,2,50,38,50
species,dwarf,2,integration-r2-species-v1,20260811,0,21,2632075837,uniform-random-legal,stagnated,3,704,31,30,0,31,362,419,2,42,30,42
species,dwarf,2,integration-r2-species-v1,20260811,0,22,991544302,permissive-breadth,truncated,0,2400,214,213,21,1,70,8156,54,5748,5736,5748
species,dwarf,2,integration-r2-species-v1,20260811,0,23,3645980063,narrow-depth,stagnated,3,501,4,3,0,4,471,473,3,31,19,31
species,dwarf,2,integration-r2-species-v1,20260811,0,24,2005448528,denial-warden,stagnated,3,515,1,0,0,1,95,95,2,51,39,51
species,dwarf,2,integration-r2-species-v1,20260811,0,25,364916993,archivist,stagnated,3,481,1,0,0,1,386,387,2,33,21,33
species,dwarf,2,integration-r2-species-v1,20260811,0,26,3019352754,portal-rush,stagnated,3,487,2,1,0,1,386,389,2,41,29,41
species,dwarf,2,integration-r2-species-v1,20260811,0,27,1378821219,worship-maximizer,stagnated,3,481,1,0,0,1,424,425,2,47,35,47
species,dwarf,2,integration-r2-species-v1,20260811,0,28,4033256980,idle-then-declare,stagnated,3,653,18,17,0,18,462,481,3,69,57,69
species,dwarf,2,integration-r2-species-v1,20260811,0,29,2392725445,permit-then-idle,stagnated,3,1289,1,0,0,1,12,13,1,204,192,204
species,dwarf,2,integration-r2-species-v1,20260811,0,30,752193910,passive-control,stagnated,3,1102,48,47,0,20,23,144,3,154,142,154
species,dwarf,2,integration-r2-species-v1,20260811,0,31,3406629671,uniform-random-legal,stagnated,3,752,12,11,0,9,15,28,3,27,15,27
species,dwarf,2,integration-r2-species-v1,20260811,0,32,1766098136,permissive-breadth,stagnated,3,481,1,0,0,1,458,459,3,38,26,38
species,dwarf,2,integration-r2-species-v1,20260811,0,33,125566601,narrow-depth,stagnated,3,516,2,1,0,2,237,239,2,41,29,41
species,dwarf,2,integration-r2-species-v1,20260811,0,34,2780002362,denial-warden,stagnated,3,558,1,0,0,1,91,91,2,50,38,50
species,dwarf,2,integration-r2-species-v1,20260811,0,35,1139470827,archivist,stagnated,3,491,3,2,0,3,364,373,3,15,3,15
species,dwarf,2,integration-r2-species-v1,20260811,0,36,3793906588,portal-rush,stagnated,3,486,2,1,0,0,0,4,2,33,21,33
species,dwarf,2,integration-r2-species-v1,20260811,0,37,2153375053,worship-maximizer,stagnated,3,1022,48,47,0,29,33,110,3,179,167,179
species,dwarf,2,integration-r2-species-v1,20260811,0,38,512843518,idle-then-declare,stagnated,3,1208,48,47,0,1,23,73,3,168,156,168
species,dwarf,2,integration-r2-species-v1,20260811,0,39,3167279279,permit-then-idle,stagnated,3,661,40,39,0,40,403,444,2,41,29,41
species,dwarf,2,integration-r2-species-v1,20260811,0,40,1526747744,passive-control,stagnated,3,1149,47,46,0,1,14,62,3,224,212,224
species,dwarf,2,integration-r2-species-v1,20260811,0,41,4181183505,uniform-random-legal,truncated,0,2400,63,62,18,2,38,5905,400,4188,4176,4188
species,dwarf,2,integration-r2-species-v1,20260811,0,42,2540651970,permissive-breadth,truncated,0,2400,103,102,16,1,23,3936,51,3943,3931,3943
species,dwarf,2,integration-r2-species-v1,20260811,0,43,900120435,narrow-depth,stagnated,3,501,4,3,0,4,444,446,3,41,29,41
species,dwarf,2,integration-r2-species-v1,20260811,0,44,3554556196,denial-warden,stagnated,3,504,4,3,0,4,50,50,3,56,44,56
species,dwarf,2,integration-r2-species-v1,20260811,0,45,1914024661,archivist,stagnated,3,481,1,0,0,1,405,406,3,26,14,26
species,dwarf,2,integration-r2-species-v1,20260811,0,46,273493126,portal-rush,stagnated,3,486,2,1,0,1,2,7,3,42,30,42
species,dwarf,2,integration-r2-species-v1,20260811,0,47,2927928887,worship-maximizer,stagnated,3,481,1,0,0,1,474,475,2,56,44,56
species,dwarf,2,integration-r2-species-v1,20260811,0,48,1287397352,idle-then-declare,stagnated,3,481,1,0,0,1,411,413,2,29,17,29
species,dwarf,2,integration-r2-species-v1,20260811,0,49,3941833113,permit-then-idle,truncated,0,2400,213,212,20,39,103,8426,56,4070,4058,4070
species,dwarf,2,integration-r2-species-v1,20260811,0,50,2301301578,passive-control,stagnated,3,500,4,3,0,4,251,255,1,29,17,29
species,dwarf,2,integration-r2-species-v1,20260811,0,51,660770043,uniform-random-legal,stagnated,3,715,12,11,0,5,15,30,3,75,63,75
species,dwarf,2,integration-r2-species-v1,20260811,0,52,3315205804,permissive-breadth,stagnated,3,481,1,0,0,1,480,482,2,48,36,48
species,dwarf,2,integration-r2-species-v1,20260811,0,53,1674674269,narrow-depth,stagnated,3,517,2,1,0,2,455,459,2,49,37,49
species,dwarf,2,integration-r2-species-v1,20260811,0,54,34142734,denial-warden,stagnated,3,562,1,0,0,1,64,64,1,39,27,39
species,dwarf,2,integration-r2-species-v1,20260811,0,55,2688578495,archivist,stagnated,3,481,1,0,0,1,381,383,3,25,13,25
species,dwarf,2,integration-r2-species-v1,20260811,0,56,1048046960,portal-rush,stagnated,3,491,3,2,0,0,0,5,3,38,26,38
species,dwarf,2,integration-r2-species-v1,20260811,0,57,3702482721,worship-maximizer,stagnated,3,1169,51,50,0,2,19,73,3,223,211,223
species,dwarf,2,integration-r2-species-v1,20260811,0,58,2061951186,idle-then-declare,stagnated,3,1180,48,47,0,20,33,101,3,177,165,177
species,dwarf,2,integration-r2-species-v1,20260811,0,59,421419651,permit-then-idle,truncated,0,2400,73,72,33,4,4,2885,43,2688,2676,2688
species,dwarf,2,integration-r2-species-v1,20260811,0,60,3075855412,passive-control,stagnated,3,691,1,0,0,1,60,61,1,45,33,45
species,dwarf,2,integration-r2-species-v1,20260811,0,61,1435323877,uniform-random-legal,stagnated,3,441,2,1,-10,2,74,74,0,31,19,31
species,dwarf,2,integration-r2-species-v1,20260811,0,62,4089759638,permissive-breadth,stagnated,3,640,1,0,0,0,0,1,1,48,36,48
species,dwarf,2,integration-r2-species-v1,20260811,0,63,2449228103,narrow-depth,stagnated,3,511,3,2,0,3,460,461,2,30,18,30
species,dwarf,2,integration-r2-species-v1,20260811,0,64,808696568,denial-warden,stagnated,3,505,1,0,0,1,79,79,3,27,15,27
species,dwarf,2,integration-r2-species-v1,20260811,0,65,3463132329,archivist,stagnated,3,487,2,1,0,1,32,36,2,33,21,33
species,dwarf,2,integration-r2-species-v1,20260811,0,66,1822600794,portal-rush,stagnated,3,487,2,1,0,0,0,3,2,29,17,29
species,dwarf,2,integration-r2-species-v1,20260811,0,67,182069259,worship-maximizer,stagnated,3,618,17,16,0,17,235,253,2,72,60,72
species,dwarf,2,integration-r2-species-v1,20260811,0,68,2836505020,idle-then-declare,stagnated,3,1244,1,0,-48,1,7,8,1,198,186,198
species,dwarf,2,integration-r2-species-v1,20260811,0,69,1195973485,permit-then-idle,stagnated,3,570,21,20,0,21,480,501,3,45,33,45
species,dwarf,2,integration-r2-species-v1,20260811,0,70,3850409246,passive-control,stagnated,3,634,18,17,0,18,466,484,2,60,48,60
species,dwarf,2,integration-r2-species-v1,20260811,0,71,2209877711,uniform-random-legal,stagnated,3,705,28,27,0,7,485,536,2,122,110,122
species,dwarf,2,integration-r2-species-v1,20260811,0,72,569346176,permissive-breadth,ascended,2,1202,158,157,21,5,17,447,12,388,376,396
species,dwarf,2,integration-r2-species-v1,20260811,0,73,3223781937,narrow-depth,stagnated,3,542,7,6,-1,7,410,420,3,60,48,60
species,dwarf,2,integration-r2-species-v1,20260811,0,74,1583250402,denial-warden,stagnated,3,564,0,-1,0,0,0,0,3,47,35,47
species,dwarf,2,integration-r2-species-v1,20260811,0,75,4237686163,archivist,truncated,0,2400,51,50,2,1,1,6116,792,3623,3611,3623
species,dwarf,2,integration-r2-species-v1,20260811,0,76,2597154628,portal-rush,stagnated,3,486,2,1,0,0,0,4,3,39,27,39
species,dwarf,2,integration-r2-species-v1,20260811,0,77,956623093,worship-maximizer,stagnated,3,1105,51,50,0,4,26,77,1,120,108,120
species,dwarf,2,integration-r2-species-v1,20260811,0,78,3611058854,idle-then-declare,stagnated,3,481,1,0,0,1,444,446,2,49,37,49
species,dwarf,2,integration-r2-species-v1,20260811,0,79,1970527319,permit-then-idle,stagnated,3,481,1,0,0,1,385,388,3,31,19,31
species,dwarf,2,integration-r2-species-v1,20260811,0,80,329995784,passive-control,stagnated,3,1274,51,50,0,16,18,146,3,169,157,169
species,dwarf,2,integration-r2-species-v1,20260811,0,81,2984431545,uniform-random-legal,stagnated,3,716,12,11,0,5,15,28,3,67,55,67
species,dwarf,2,integration-r2-species-v1,20260811,0,82,1343900010,permissive-breadth,truncated,0,2400,187,186,-7,37,143,8567,60,4674,4662,4674
species,dwarf,2,integration-r2-species-v1,20260811,0,83,3998335771,narrow-depth,stagnated,3,500,1,0,0,0,0,1,1,32,20,32
species,dwarf,2,integration-r2-species-v1,20260811,0,84,2357804236,denial-warden,stagnated,3,562,0,-1,0,0,0,0,2,47,35,47
species,dwarf,2,integration-r2-species-v1,20260811,0,85,717272701,archivist,truncated,0,2400,51,50,8,0,0,4837,405,2548,2536,2548
species,dwarf,2,integration-r2-species-v1,20260811,0,86,3371708462,portal-rush,stagnated,3,481,1,0,0,0,0,1,2,50,38,50
species,dwarf,2,integration-r2-species-v1,20260811,0,87,1731176927,worship-maximizer,stagnated,3,590,20,19,0,20,188,209,2,60,48,60
species,dwarf,2,integration-r2-species-v1,20260811,0,88,90645392,idle-then-declare,stagnated,3,624,1,0,0,1,489,489,0,69,57,69
species,dwarf,2,integration-r2-species-v1,20260811,0,89,2745081153,permit-then-idle,ascended,2,1202,160,159,17,3,21,367,12,288,276,295
species,dwarf,2,integration-r2-species-v1,20260811,0,90,1104549618,passive-control,stagnated,3,1090,47,46,0,30,30,124,2,83,71,84
species,dwarf,2,integration-r2-species-v1,20260811,0,91,3758985379,uniform-random-legal,truncated,0,2400,62,61,6,16,60,5626,305,4404,4392,4404
species,dwarf,2,integration-r2-species-v1,20260811,0,92,2118453844,permissive-breadth,truncated,0,2400,200,199,3,23,45,9566,64,6026,6014,6026
species,dwarf,2,integration-r2-species-v1,20260811,0,93,477922309,narrow-depth,stagnated,3,514,5,4,0,5,469,474,3,30,18,30
species,dwarf,2,integration-r2-species-v1,20260811,0,94,3132358070,denial-warden,stagnated,3,571,1,0,0,1,86,86,2,48,36,48
species,dwarf,2,integration-r2-species-v1,20260811,0,95,1491826535,archivist,stagnated,3,487,2,1,0,2,365,371,3,21,9,21
species,dwarf,2,integration-r2-species-v1,20260811,0,96,4146262296,portal-rush,stagnated,3,487,2,1,0,0,0,2,2,31,19,31
species,dwarf,2,integration-r2-species-v1,20260811,0,97,2505730761,worship-maximizer,stagnated,3,1201,11,10,-8,11,15,15,0,137,125,137
species,dwarf,2,integration-r2-species-v1,20260811,0,98,865199226,idle-then-declare,stagnated,3,1145,17,16,0,17,18,19,2,176,164,176
species,dwarf,2,integration-r2-species-v1,20260811,0,99,3519634987,permit-then-idle,truncated,0,2400,148,147,32,0,0,6598,61,5577,5565,5577
species,elf,4,integration-r2-species-v1,20260811,0,0,2723499704,passive-control,stagnated,3,1841,51,50,0,51,364,517,3,20,8,20
species,elf,4,integration-r2-species-v1,20260811,0,1,1082968169,uniform-random-legal,stagnated,3,1317,50,49,0,0,4,50,1,21,9,21
species,elf,4,integration-r2-species-v1,20260811,0,2,3737403930,permissive-breadth,ascended,2,1442,145,144,21,0,0,540,4,19,7,19
species,elf,4,integration-r2-species-v1,20260811,0,3,2096872395,narrow-depth,stagnated,3,540,5,4,0,5,283,298,3,21,9,21
species,elf,4,integration-r2-species-v1,20260811,0,4,456340860,denial-warden,stagnated,3,561,0,-1,0,0,0,0,4,12,0,12
species,elf,4,integration-r2-species-v1,20260811,0,5,3110776621,archivist,stagnated,3,1833,41,40,0,0,0,82,3,56,44,56
species,elf,4,integration-r2-species-v1,20260811,0,6,1470245086,portal-rush,stagnated,3,959,4,3,-33,0,4,4,0,22,10,22
species,elf,4,integration-r2-species-v1,20260811,0,7,4124680847,worship-maximizer,stagnated,3,1588,51,50,0,0,0,205,4,19,7,20
species,elf,4,integration-r2-species-v1,20260811,0,8,2484149312,idle-then-declare,stagnated,3,1842,51,50,0,51,373,578,4,24,12,24
species,elf,4,integration-r2-species-v1,20260811,0,9,843617777,permit-then-idle,ascended,2,1442,139,138,20,0,0,555,4,33,21,34
species,elf,4,integration-r2-species-v1,20260811,0,10,3498053538,passive-control,stagnated,3,1850,51,50,0,0,0,153,3,55,43,55
species,elf,4,integration-r2-species-v1,20260811,0,11,1857522003,uniform-random-legal,truncated,0,2400,50,49,2,0,8,50,1,80,68,80
species,elf,4,integration-r2-species-v1,20260811,0,12,216990468,permissive-breadth,ascended,2,1442,138,137,26,0,0,276,2,24,12,24
species,elf,4,integration-r2-species-v1,20260811,0,13,2871426229,narrow-depth,stagnated,3,547,5,4,0,5,88,108,4,14,2,14
species,elf,4,integration-r2-species-v1,20260811,0,14,1230894694,denial-warden,stagnated,3,554,0,-1,0,0,0,0,3,15,3,15
species,elf,4,integration-r2-species-v1,20260811,0,15,3885330455,archivist,stagnated,3,1470,51,50,0,3,5,140,3,27,15,27
species,elf,4,integration-r2-species-v1,20260811,0,16,2244798920,portal-rush,stagnated,3,965,4,3,-33,0,4,4,0,25,13,25
species,elf,4,integration-r2-species-v1,20260811,0,17,604267385,worship-maximizer,stagnated,3,1586,51,50,0,51,356,560,4,30,18,30
species,elf,4,integration-r2-species-v1,20260811,0,18,3258703146,idle-then-declare,stagnated,3,1843,51,50,0,0,0,204,4,40,28,40
species,elf,4,integration-r2-species-v1,20260811,0,19,1618171611,permit-then-idle,ascended,2,1442,139,138,28,0,0,554,4,38,26,38
species,elf,4,integration-r2-species-v1,20260811,0,20,4272607372,passive-control,stagnated,3,1842,51,50,0,51,377,581,4,23,11,23
species,elf,4,integration-r2-species-v1,20260811,0,21,2632075837,uniform-random-legal,stagnated,3,1945,55,54,1,22,30,81,1,32,20,32
species,elf,4,integration-r2-species-v1,20260811,0,22,991544302,permissive-breadth,ascended,2,1442,143,142,28,0,0,408,3,26,14,26
species,elf,4,integration-r2-species-v1,20260811,0,23,3645980063,narrow-depth,stagnated,3,567,5,4,0,5,95,115,4,12,0,12
species,elf,4,integration-r2-species-v1,20260811,0,24,2005448528,denial-warden,stagnated,3,553,0,-1,0,0,0,0,4,16,4,16
species,elf,4,integration-r2-species-v1,20260811,0,25,364916993,archivist,stagnated,3,1483,51,50,0,51,251,371,3,28,16,28
species,elf,4,integration-r2-species-v1,20260811,0,26,3019352754,portal-rush,stagnated,3,965,4,3,-32,0,4,4,0,24,12,24
species,elf,4,integration-r2-species-v1,20260811,0,27,1378821219,worship-maximizer,stagnated,3,1575,51,50,0,51,351,555,4,33,21,33
species,elf,4,integration-r2-species-v1,20260811,0,28,4033256980,idle-then-declare,stagnated,3,1844,51,50,0,0,0,153,3,28,16,28
species,elf,4,integration-r2-species-v1,20260811,0,29,2392725445,permit-then-idle,ascended,2,1442,137,136,22,0,0,274,2,48,36,49
species,elf,4,integration-r2-species-v1,20260811,0,30,752193910,passive-control,stagnated,3,1846,51,50,0,49,285,438,3,27,15,28
species,elf,4,integration-r2-species-v1,20260811,0,31,3406629671,uniform-random-legal,stagnated,3,1334,37,36,-16,29,41,41,0,20,8,20
species,elf,4,integration-r2-species-v1,20260811,0,32,1766098136,permissive-breadth,ascended,2,1442,143,142,19,0,0,546,4,28,16,28
species,elf,4,integration-r2-species-v1,20260811,0,33,125566601,narrow-depth,stagnated,3,547,5,4,0,0,0,20,4,12,0,12
species,elf,4,integration-r2-species-v1,20260811,0,34,2780002362,denial-warden,stagnated,3,554,0,-1,0,0,0,0,4,9,-3,12
species,elf,4,integration-r2-species-v1,20260811,0,35,1139470827,archivist,stagnated,3,1518,51,50,0,0,0,171,4,12,0,12
species,elf,4,integration-r2-species-v1,20260811,0,36,3793906588,portal-rush,stagnated,3,965,4,3,-33,0,4,4,0,19,7,19
species,elf,4,integration-r2-species-v1,20260811,0,37,2153375053,worship-maximizer,stagnated,3,1587,51,50,0,51,326,530,4,44,32,44
species,elf,4,integration-r2-species-v1,20260811,0,38,512843518,idle-then-declare,stagnated,3,1841,51,50,0,51,349,553,4,38,26,38
species,elf,4,integration-r2-species-v1,20260811,0,39,3167279279,permit-then-idle,ascended,2,1442,143,142,28,0,0,401,3,24,12,24
species,elf,4,integration-r2-species-v1,20260811,0,40,1526747744,passive-control,stagnated,3,1840,51,50,0,25,25,177,3,46,34,46
species,elf,4,integration-r2-species-v1,20260811,0,41,4181183505,uniform-random-legal,truncated,0,2400,58,57,0,0,8,58,1,118,106,118
species,elf,4,integration-r2-species-v1,20260811,0,42,2540651970,permissive-breadth,ascended,2,1442,139,138,19,0,0,555,4,11,-1,12
species,elf,4,integration-r2-species-v1,20260811,0,43,900120435,narrow-depth,stagnated,3,535,3,2,0,3,117,129,4,16,4,16
species,elf,4,integration-r2-species-v1,20260811,0,44,3554556196,denial-warden,stagnated,3,548,0,-1,0,0,0,0,4,12,0,12
species,elf,4,integration-r2-species-v1,20260811,0,45,1914024661,archivist,truncated,0,2400,51,50,0,10,10,214,4,66,54,66
species,elf,4,integration-r2-species-v1,20260811,0,46,273493126,portal-rush,stagnated,3,965,4,3,-32,0,4,4,0,14,2,14
species,elf,4,integration-r2-species-v1,20260811,0,47,2927928887,worship-maximizer,stagnated,3,1579,51,50,0,51,317,519,4,49,37,49
species,elf,4,integration-r2-species-v1,20260811,0,48,1287397352,idle-then-declare,stagnated,3,1844,51,50,0,51,387,540,3,56,44,56
species,elf,4,integration-r2-species-v1,20260811,0,49,3941833113,permit-then-idle,ascended,2,1442,139,138,20,0,0,556,4,28,16,29
species,elf,4,integration-r2-species-v1,20260811,0,50,2301301578,passive-control,stagnated,3,1840,51,50,0,0,0,153,3,40,28,40
species,elf,4,integration-r2-species-v1,20260811,0,51,660770043,uniform-random-legal,stagnated,3,1249,38,37,0,1,9,107,3,29,17,29
species,elf,4,integration-r2-species-v1,20260811,0,52,3315205804,permissive-breadth,ascended,2,1442,143,142,28,0,0,548,4,35,23,35
species,elf,4,integration-r2-species-v1,20260811,0,53,1674674269,narrow-depth,stagnated,3,546,5,4,0,5,146,166,4,18,6,18
species,elf,4,integration-r2-species-v1,20260811,0,54,34142734,denial-warden,stagnated,3,548,0,-1,0,0,0,0,4,13,1,14
species,elf,4,integration-r2-species-v1,20260811,0,55,2688578495,archivist,truncated,0,2400,51,50,2,0,0,109,3,84,72,84
species,elf,4,integration-r2-species-v1,20260811,0,56,1048046960,portal-rush,stagnated,3,965,4,3,-32,0,4,4,0,25,13,25
species,elf,4,integration-r2-species-v1,20260811,0,57,3702482721,worship-maximizer,stagnated,3,1583,51,50,0,51,350,503,3,55,43,55
species,elf,4,integration-r2-species-v1,20260811,0,58,2061951186,idle-then-declare,stagnated,3,1848,51,50,0,51,399,552,3,48,36,48
species,elf,4,integration-r2-species-v1,20260811,0,59,421419651,permit-then-idle,ascended,2,1442,140,139,20,0,0,416,3,24,12,25
species,elf,4,integration-r2-species-v1,20260811,0,60,3075855412,passive-control,stagnated,3,1849,51,50,0,51,369,573,4,38,26,38
species,elf,4,integration-r2-species-v1,20260811,0,61,1435323877,uniform-random-legal,stagnated,3,1113,18,17,0,0,0,32,2,18,6,18
species,elf,4,integration-r2-species-v1,20260811,0,62,4089759638,permissive-breadth,ascended,2,1442,138,137,27,0,0,414,3,22,10,22
species,elf,4,integration-r2-species-v1,20260811,0,63,2449228103,narrow-depth,stagnated,3,566,5,4,0,0,0,15,3,13,1,13
species,elf,4,integration-r2-species-v1,20260811,0,64,808696568,denial-warden,stagnated,3,548,0,-1,0,0,0,0,4,14,2,14
species,elf,4,integration-r2-species-v1,20260811,0,65,3463132329,archivist,truncated,0,2400,51,50,0,15,15,216,4,72,60,72
species,elf,4,integration-r2-species-v1,20260811,0,66,1822600794,portal-rush,stagnated,3,802,15,14,0,0,0,16,2,14,2,14
species,elf,4,integration-r2-species-v1,20260811,0,67,182069259,worship-maximizer,stagnated,3,1580,51,50,0,0,0,204,4,51,39,51
species,elf,4,integration-r2-species-v1,20260811,0,68,2836505020,idle-then-declare,stagnated,3,1844,51,50,0,43,364,466,2,47,35,47
species,elf,4,integration-r2-species-v1,20260811,0,69,1195973485,permit-then-idle,ascended,2,1442,143,142,28,0,0,540,4,32,20,32
species,elf,4,integration-r2-species-v1,20260811,0,70,3850409246,passive-control,stagnated,3,1841,51,50,0,51,377,479,2,63,51,63
species,elf,4,integration-r2-species-v1,20260811,0,71,2209877711,uniform-random-legal,stagnated,3,1302,53,52,0,0,4,53,1,64,52,64
species,elf,4,integration-r2-species-v1,20260811,0,72,569346176,permissive-breadth,ascended,2,1442,144,143,20,0,0,546,4,43,31,43
species,elf,4,integration-r2-species-v1,20260811,0,73,3223781937,narrow-depth,stagnated,3,545,5,4,0,5,119,140,4,15,3,15
species,elf,4,integration-r2-species-v1,20260811,0,74,1583250402,denial-warden,stagnated,3,547,0,-1,0,0,0,0,4,13,1,13
species,elf,4,integration-r2-species-v1,20260811,0,75,4237686163,archivist,stagnated,3,1412,51,50,0,51,211,360,3,38,26,38
species,elf,4,integration-r2-species-v1,20260811,0,76,2597154628,portal-rush,stagnated,3,965,4,3,-32,0,4,4,0,29,17,29
species,elf,4,integration-r2-species-v1,20260811,0,77,956623093,worship-maximizer,stagnated,3,1834,51,50,0,0,0,102,2,19,7,20
species,elf,4,integration-r2-species-v1,20260811,0,78,3611058854,idle-then-declare,stagnated,3,1843,51,50,0,51,360,462,2,32,20,32
species,elf,4,integration-r2-species-v1,20260811,0,79,1970527319,permit-then-idle,ascended,2,1442,141,140,21,0,0,554,4,47,35,47
species,elf,4,integration-r2-species-v1,20260811,0,80,329995784,passive-control,stagnated,3,1851,51,50,0,0,0,102,2,35,23,35
species,elf,4,integration-r2-species-v1,20260811,0,81,2984431545,uniform-random-legal,truncated,0,2400,48,47,1,0,4,48,1,88,76,88
species,elf,4,integration-r2-species-v1,20260811,0,82,1343900010,permissive-breadth,ascended,2,1442,139,138,20,0,0,416,3,24,12,25
species,elf,4,integration-r2-species-v1,20260811,0,83,3998335771,narrow-depth,stagnated,3,547,5,4,0,0,0,20,4,13,1,13
species,elf,4,integration-r2-species-v1,20260811,0,84,2357804236,denial-warden,stagnated,3,547,0,-1,0,0,0,0,3,22,10,22
species,elf,4,integration-r2-species-v1,20260811,0,85,717272701,archivist,truncated,0,2400,51,50,0,3,3,202,4,56,44,56
species,elf,4,integration-r2-species-v1,20260811,0,86,3371708462,portal-rush,stagnated,3,973,4,3,-32,0,4,4,0,22,10,22
species,elf,4,integration-r2-species-v1,20260811,0,87,1731176927,worship-maximizer,stagnated,3,1583,51,50,0,0,0,153,3,44,32,44
species,elf,4,integration-r2-species-v1,20260811,0,88,90645392,idle-then-declare,stagnated,3,1681,45,44,0,0,0,45,1,39,27,39
species,elf,4,integration-r2-species-v1,20260811,0,89,2745081153,permit-then-idle,ascended,2,1442,143,142,28,0,0,548,4,44,32,44
species,elf,4,integration-r2-species-v1,20260811,0,90,1104549618,passive-control,stagnated,3,1841,51,50,0,51,372,526,3,31,19,31
species,elf,4,integration-r2-species-v1,20260811,0,91,3758985379,uniform-random-legal,stagnated,3,1538,58,57,0,8,20,70,1,37,25,37
species,elf,4,integration-r2-species-v1,20260811,0,92,2118453844,permissive-breadth,ascended,2,1442,139,138,19,0,0,416,3,35,23,35
species,elf,4,integration-r2-species-v1,20260811,0,93,477922309,narrow-depth,stagnated,3,567,5,4,0,5,114,134,4,13,1,14
species,elf,4,integration-r2-species-v1,20260811,0,94,3132358070,denial-warden,stagnated,3,554,0,-1,0,0,0,0,4,10,-2,12
species,elf,4,integration-r2-species-v1,20260811,0,95,1491826535,archivist,stagnated,3,1593,49,48,0,0,0,71,3,30,18,30
species,elf,4,integration-r2-species-v1,20260811,0,96,4146262296,portal-rush,stagnated,3,965,4,3,-33,0,4,4,0,25,13,25
